crop_type,variety
Schlumbergera,77260022
Schlumbergera,77260023
Schlumbergera,77260024
Schlumbergera,77260025
Schlumbergera,77260026
Schlumbergera,77260027
Schlumbergera,77260028
Schlumbergera,77260029
Schlumbergera,77260030
Schlumbergera,77260031
Schlumbergera,77260032
Schlumbergera,77260033
Schlumbergera,77260034
Schlumbergera,77260035
Schlumbergera,77260036
Schlumbergera,77260037
Schlumbergera,77260038
Schlumbergera,77260039
Schlumbergera,77260040
Schlumbergera,77260041
Schlumbergera,77260042
Schlumbergera,77260043
Schlumbergera,truncata Cyber Pink
Schlumbergera,truncata Exotic Red
Schlumbergera,truncata Jolly Purple
Schlumbergera,truncata Malissa White
Schlumbergera,truncata Sonic Red
Schlumbergera,truncata Vida Orange
Schlumbergera,truncata hybrid
Sedum,77270001
Sedum,77270002
Sedum,77270003
Sedum,Alice variegata
Sedum,Blue Brazil
Sedum,Blue Elf
Sedum,Blue Lotus
Sedum,Green Star
Sedum,Little Gem
Sedum,adolphii
Sedum,adolphii Golden
Sedum,adolphii Sunset
Sedum,album Author
Sedum,cauticolum
Sedum,confusum
Sedum,floriferum Weihenstephaner Gold
Sedum,indicum var. yunnanense
Sedum,lucidum Obesum
Sedum,morganianum Burrito
Sedum,morganianum Donkey´s Tail
Sedum,nussbaumerianum
Sedum,reflexum Blue Spruce
Sedum,rupestre Godzilla
Sedum,rupestre Lemon Ball
Sedum,spurium Green
Sedum,spurium ´Variegatum´
Sedum,tetractinum Coral Reef
Sedum,Banana Split
Sedum,Markinoi
Sempervivum,77280001
Sempervivum,77280002
Sempervivum,77280003
Sempervivum,77280004
Sempervivum,77280005
Sempervivum,77280006
Sempervivum,77280007
Sempervivum,77280008
Sempervivum,77280009
Sempervivum,77280010
Sempervivum,77280011
Sempervivum,77280012
Sempervivum,77280013
Sempervivum,77280014
Sempervivum,77280015
Sempervivum,77280016
Sempervivum,77280017
Sempervivum,77280018
Sempervivum,77280019
Sempervivum,77280020
Sempervivum,77280021
Sempervivum,77280022
Sempervivum,77280023
Sempervivum,77280024
Sempervivum,77280025
Sempervivum,77280026
Sempervivum,77280027
Sempervivum,77280028
Sempervivum,77280029
Sempervivum,77280030
Sempervivum,77280031
Sempervivum,77280032
Sempervivum,77280033
Sempervivum,77280034
Sempervivum,77280035
Sempervivum,77280036
Sempervivum,77280037
Sempervivum,77280038
Sempervivum,77280039
Sempervivum,77280040
Sempervivum,77280041
Sempervivum,77280042
Sempervivum,Arctic White
Sempervivum,Blushing Garnet
Sempervivum,Bronco
Sempervivum,Coconut Crystal
Sempervivum,Coral Red
Sempervivum,Emerald Swirl
Sempervivum,Lemon Flare
Sempervivum,Oscularis
Sempervivum,Quiliames
Sempervivum,Red
Sempervivum,Reinhart
Sempervivum,Ruby Lime
Sempervivum,Summer Frost
Sempervivum,Tomulin
Sempervivum,X Aeonium Semponium ´Destiny´
Sempervivum,X Aeonium Semponium ´Diamond´
Sempervivum,X Aeonium Semponium ´Sienna´
Sempervivum,X Aeonium Semponium ´Vortex´
Sempervivum,braunii
Sempervivum,jovibarba sobolifera
Sempervivum,tectorum
Sempervivum,Gold dust
Semponium,Destiny
Semponium,Diamond
Semponium,Halo
Semponium,Miss Frosty
Semponium,Sienna
Semponium,Vortex
Senecio,77290001
Senecio,77290002
Senecio,77290003
Senecio,77290004
Senecio,77290005
Senecio,barbertonicus Himalaya
Senecio,cephalophorus Jolisa
Senecio,cephalophorus Mountain Fire
Senecio,crassissimus
Senecio,ficoides Blue Dolphins
Senecio,ficoides Blue Skyline
Senecio,ficoides Blue Waves
Senecio,ficoides Elkhorn
Senecio,ficoides Pisa
Senecio,herreianus Purple Flush
Senecio,herreianus Purple Flush variegata
Senecio,herreianus String of Teardrops
Senecio,herreianus String of Watermelons
Senecio,jacobsenii
Senecio,macroglossus
Senecio,macroglossus variegata
Senecio,mandraliscae
Senecio,mikanioides
Senecio,peregrinus String of Dolphins
Senecio,radicans Fishhook
Senecio,radicans String of Bananas
Senecio,radicans String of Smiles
Senecio,rowleyanus Marble
Senecio,rowleyanus String of Pearls
Senecio,scaposus
Senecio,scaposus Addoensis
Senecio,scaposus foglia corta
Senecio,stapeliiformis
Seyrigia,77370001
Strelitzia,nicolai
Strelitzia,reginae
Strelitzia,reginea
Streptocarpus,Pretty Turtle
Streptocarpus,Black turtle
Sygonium,Unknown 1
Tolmiea,menziesii
Trachelospermum,Pink Showers
Trachelospermum,Star of Milano
Trachelospermum,Star of Toscana
Trachelospermum,jasminoides  Star of Venice
Tradescantia,77300001
Tradescantia,77300002
Tradescantia,77300003
Tradescantia,77300004
Tradescantia,77300005
Tradescantia,77300006
Tradescantia,77300007
Tradescantia,77300008
Tradescantia,77300009
Tradescantia,77300010
Tradescantia,Hijan Baru
Tradescantia,Lollipop
Tradescantia,Sweetness
Tradescantia,albiflora Albovittata
Tradescantia,albiflora Albovittata Compact
Tradescantia,andersonia Blushing Bride
Tradescantia,chrysophylla Baby Bunny Bellies
Tradescantia,chrysophylla Baby Bunny Bellies variegata
Tradescantia,mundula Tricolor
Tradescantia,navicularis
Tradescantia,pallida Purple Heart
Tradescantia,sillamontana Velvet Brown
Tradescantia,sillamontana Velvet Purple
Tradescantia,sillamontana Velvet Variegata
Tradescantia,sillamontana Velvet White
Tradescantia,somaliensis
Tradescantia,spathacea Silver
Tradescantia,spathacea Tricolor
Tradescantia,zebrina
Tradescantia,zebrina Emerald
Tradescantia,zebrina Purple Highway
Tradescantia,zebrina Purple Passion
Tradescantia,UNC
Tradescantia,Zebrina Evanesce
Tradescantia,Blue pink
Tradescantia,continental
Tradescantia,Pink
Tradescantia,Sweet Abby
Tradescantia,Pink prairie
Tradescantia,Pink ferry
Tradescantia,Eden collection
Uncinia,rubra
Unknown,Variety 19
Unknown,Variety B
Unknown,Variety C
Unknown,Variety D
Unknown,Variety F
Unknown,Variety G
Unknown,Variety H
Unknown,Variety I
Unknown,77770001
Unknown,77720001
Unknown,77740004
Unknown,Unknown G
Unknown,77690001
Unknown,77670001
Unknown,77790001
Unknown,77820001
Unknown,77780001
Unknown,Variety 2
Unknown,77760001
Unknown,Unknown 2
Unknown,Unknown H
Unknown,Unknown 1
Verbena,465-01-25 Red Pink
Verbena,482-01-25 Pink White
Verbena,482-02-25 White Pink
Verbena,485-01-25 White
Verbena,485-02-25 White
Verbena,485-03-25 White
Verbena,485-04-25 White
Verbena,521-01-25 Red Pink
Verbena,Amsterdam Red
Verbena,Bonn Pink
Verbena,Lille White
Verbena,Oslo Pink & White
Verbena,Paris
Verbena,Pisa Purple
Verbena,peruviana
Vinca,Major
Vinca,Minor
Vinca,Minor Alba
Vinca,Minor B.
Vinca,Minor C.
Vinca,Minor C.B.
Vinca,Minor D.
Vinca,Minor D.S.
Vinca,Minor G.
Vinca,Minor HA.
Vinca,Minor HE.
Vinca,Minor LA Grave
Vinca,Minor R.W.
Vinca,Minor S.
Vinca,Minor T.
Vinca,Vinca Variegata
Vinca,Blue&Gold
Vinca,G.Jeckyii
Vinca,R.Shugurt
Vinca,Antropurpurea
VITIS,Boskoop Glory
VITIS,Johanniter
VITIS,Pixie Cabernet Franc
VITIS,Pixie Pinot Meunier Purple
VITIS,Pixie Riesling
VITIS,Dryproris
Waldstenia,Ternata
Waldstenia,Cotton Easter
Waldstenia,Strebsfinding
Waldstenia,Unknown 1
Waldstenia,Mirana
Waldstenia,Coral beauty
Xerochrysum,Bracteatum Dark Orange Flame
Xerochrysum,Bracteatum Dark Pink Flame
Xerochrysum,Bracteatum Old Pink Flame
Xerochrysum,Bracteatum Pink Flame Improved
Xerochrysum,Bracteatum Red Orange Flame
Xerochrysum,Bracteatum White Flame
Xerochrysum,Bracteatum White Glace
